Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.5417,$9.32M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.9,$1.64M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CYCN,"Cyclerion Therapeutics, Inc.",11.12,$304.71M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycn
CBAY,CymaBay Therapeutics Inc.,7.07,$485.67M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,22.17,$8.11B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.57,$85.51M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,60.02,$6.79B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",11.2,$646.48M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",10.95,$496.16M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc.,0.247,$5.47M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXZ,Cytori Therapeutics Inc.,0.0013,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
CTSO,Cytosorbents Corporation,6.52,$210.26M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
DJCO,Daily Journal Corp. (S.C.),225,$310.67M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",6.16,$278.31M,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",0.826,$13.78M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,0.505,$19.19M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.0173,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",12.7,$210.91M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",3.93,$253.47M,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",0.166,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,4.39,$36.08M,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DTSS,Datasea Inc.,1.45,$30.37M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtss
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",40.19,$1.46B,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,1.31,$34.14M,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.06,$145.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,17.6714,$116.63M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,23.41,$193.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,23.21,$223.98M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,2.3,$53.29M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,8.35,$603.37M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DDMX,DD3 Acquisition Corp.,9.9947,$72.19M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
DDMXU,DD3 Acquisition Corp.,10.22,$73.82M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
DDMXW,DD3 Acquisition Corp.,0.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw
DCPH,"Deciphera Pharmaceuticals, Inc.",26.21,$1B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.73,$224.89M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",12.13,$445.72M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",2,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",1.54,$5.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DNLI,Denali Therapeutics Inc.,20.11,$1.92B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,20.15,$1.22B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,58.88,$13.78B,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
DERM,"Dermira, Inc.",9.9,$531.31M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,1.17,$16.78M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",1.7,$84.77M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.88,$45.75M,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
DXCM,"DexCom, Inc.",150.8,$13.73B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
DFBH,DFB Healthcare Acquisitions Corp.,10.14,$316.88M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh
DFBHU,DFB Healthcare Acquisitions Corp.,10.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DFBHW,DFB Healthcare Acquisitions Corp.,1.25,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw
DHXM,DHX Media Ltd.,1.45,$195.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm
DMAC,DiaMedica Therapeutics Inc.,4.64,$55.48M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmac
DEACU,Diamond Eagle Acquisition Corp.,10.06,$352.1M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/deacu
DHIL,"Diamond Hill Investment Group, Inc.",138.15,$482.8M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",109.79,$18.08B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DPHC,DiamondPeak Holdings Corp.,9.72,$340.2M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphc
DPHCU,DiamondPeak Holdings Corp.,10.04,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcu
DPHCW,DiamondPeak Holdings Corp.,0.8,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcw
DRNA,"Dicerna Pharmaceuticals, Inc.",15.5,$1.06B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,2.97,$13.95M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,11.88,$333.34M,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,42.73,$518.23M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,6.93,$14.07M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",1.55,$17.72M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",4.73,$386.36M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",18.3,$659.83M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,33.95,$1.72B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod
DISCA,"Discovery, Inc.",30.69,$16.11B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",33.5,$17.58B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",28.28,$14.84B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,39.01,$18.33B,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,3.65,$24.39M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",0.806,$26.77M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,4.92,$59.22M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,62.98,$943.78M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,45.1,$195.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf
DOCU,"DocuSign, Inc.",52.83,$9.18B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
DOGZ,Dogness (International) Corporation,2.84,$73.59M,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",112.19,$26.65B,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",1.07,$15.4M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.04,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
DOMO,"Domo, Inc.",30.78,$842.5M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
DGICA,"Donegal Group, Inc.",15.03,$427.26M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",14.5,$412.19M,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",18.31,$634.99M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",86.46,$2.85B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",8.93,$252.12M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,1.02,$11.65M,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
DBX,"Dropbox, Inc.",25.01,$10.28B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",1.08,$4.23M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
DRYS,DryShips Inc.,3.69,$320.61M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",14.29,$324.6M,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,14.32,$468.62M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",79.54,$6.57B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,0.61,$99.04M,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",36.74,$646.44M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYAI,"Dyadic International, Inc.",6.69,$179.05M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai
DYSL,Dynasil Corporation of America,0.95,$16.66M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,1.55,$13.05M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,3.91,$254.41M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,46.23,$11.31B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),14.96,$1.21B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",16.6,$106.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",53.5,$1.85B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.99,$365.04M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.8,$25.96M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",55.32,$757.88M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",44.39,$6.46B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),26.11,$162.74M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",4.55,$41.57M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EVGBC,Eaton Vance NextShares Trust,99.99,$62.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.02,$45.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,100.03,$52.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,100.04,$35.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,100.06,$512.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,40.05,$34.9B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.46,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",47.67,$1.46B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",19.72,$550.13M,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,42.42,$2.04B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.87,$46.91M,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
EDAP,EDAP TMS S.A.,2.58,$74.81M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDSA,"Edesa Biotech, Inc.",6.06,$43.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edsa
EDNT,"Edison Nation, Inc.",2.2,$14.08M,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",22.83,$1.12B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,10,$79.06M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,10.24,$80.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.28,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,7.46,$60.99M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,8.55,$259.22M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",82.15,$1.86B,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",26.89,$990.29M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",11.13,$271.97M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",1.27,$94.41M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",10.78,$414.31M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
ESLT,Elbit Systems Ltd.,157.3,$6.95B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",51.22,$3.97B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.7,$99.37M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.45,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ECOR,"electroCore, Inc.",2.12,$62.81M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,95.33,$28.34B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",36.88,$1.59B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.44,$11.68M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),16.06,$55.93M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",9.35,$336.84M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,3.77,$16.51M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,36.02,$780.49M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,31.8,$85.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,3.41,$97.75M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,4.68,$61.3M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",8.99,$309.38M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",86.52,$1.7B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,34.58,$1.07B,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,53.81,$1.12B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,3.84,$856.72M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ELGX,"Endologix, Inc.",7.84,$131.61M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,1.65,$12.25M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.61,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",5.34,$779.43M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,4.14,$125.94M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",0.4257,$5.25M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",9.91,$539.88M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.92,$25.22M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENLV,Enlivex Therapeutics Ltd.,17.02,$172.14M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv
ENOB,"Enochian Biosciences, Inc.",5.43,$210.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob
ENPH,"Enphase Energy, Inc.",17.64,$2.13B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,170.32,$3.66B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,25.8,"$113,520 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
